time,ankle_angle_l_moment,ankle_angle_r_moment,ground_force_right_vx,ground_force_right_vy,ground_force_right_vz,ground_force_right_px,ground_force_right_py,ground_force_right_pz,ground_torque_right_x,ground_torque_right_y,ground_torque_right_z,ground_force_left_vx,ground_force_left_vy,ground_force_left_vz,ground_force_left_px,ground_force_left_py,ground_force_left_pz,ground_torque_left_x,ground_torque_left_y,ground_torque_left_z,imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw
0.69,3.95429632,3.64461514,-13.08576183,11.38842254,8.18861932,0.68244326,0.0,-0.3374367,0.0,-2e-08,0.0,72.9602019,386.45165219,-56.31270336,0.56416962,0.0,-0.38284249,0.0,-8.81244633,0.0,-885.0260619887576,318.26477324578474,891.0465878359591,13.551756162706521,-173.69847198263906,51.845762617550164,0.0,0.0,0.0,-1170.2899938790267,-74.88495464915694,-301.1910283234091,26.89455344722093,-179.99423460018923,20.32526793166744,0.0,0.0,0.0
0.7,1.90665082,2.72331582,-6.38811927,4.73704927,3.92766877,0.68898037,0.0,-0.34606733,0.0,-2e-08,0.0,58.33812926,436.18635901,-50.15187844,0.55254524,0.0,-0.38809022,0.0,-7.96461511,0.0,-906.2185387568828,319.96195203383206,878.5486745311911,14.211151855767525,-169.7977430304385,55.34028156474266,0.0,0.0,0.0,-1177.0842735518324,-75.2243904067664,-309.7520432919691,22.568138667854427,-179.5880245951812,22.921116799287343,0.0,0.0,0.0
0.71,-2.30901024,2.01862014,-2.22968988,1.45629106,1.40946613,0.69954604,0.0,-0.3572252,0.0,-3e-08,0.0,57.36228391,516.17704805,-58.88102519,0.54036059,0.0,-0.39469799,0.0,-8.64540078,0.0,-921.1533935713221,310.9261798252156,870.5433550585099,16.260999851873066,-164.84873352096096,56.07219671159895,0.0,0.0,0.0,-1179.8383469115695,-80.7166582728461,-313.6724766701236,20.890822100429087,-178.23125907273047,25.020303658717026,0.0,0.0,0.0
0.72,-7.94009524,1.75128702,-0.31234944,0.18498662,0.207515,0.71381239,0.0,-0.37127486,0.0,-1e-07,0.0,47.6565573,638.35805453,-68.00925172,0.53015527,0.0,-0.39941169,0.0,-6.33334987,0.0,-925.1923013874483,283.20189206537555,870.3606660741618,20.73194242828183,-158.074428479732,51.99378857453254,0.0,0.0,0.0,-1175.557499629685,-95.18118204710284,-309.5125991211182,23.826189700291053,-175.21935960104705,26.25468868809548,0.0,0.0,0.0
0.73,-12.38890818,1.87595123,0.02576063,-0.01425187,-0.01838217,0.0,0.0,0.0,0.0,0.00343532,0.0,48.82795218,799.92404217,-86.25359567,0.52319224,0.0,-0.40069959,0.0,-4.38376963,0.0,-929.2312092035746,255.47760430553544,870.1779770898139,25.202885004690593,-151.30012343850305,47.91538043746612,0.0,0.0,0.0,-1171.2766523478003,-109.64570582135957,-305.35272157211284,26.76155730015302,-172.2074601293636,27.489073717473936,0.0,0.0,0.0
0.74,-13.91759882,2.18810752,-0.00013514,7.199e-05,7.823e-05,0.66013235,0.0,-0.43240467,0.0,1.7e-07,0.0,51.70192683,982.17749363,-105.01609288,0.51901838,0.0,-0.39892632,0.0,-2.77711215,0.0,-933.2701170197009,227.75331654569533,869.9952881054659,29.673827581099353,-144.52581839727407,43.83697230039971,0.0,0.0,0.0,-1166.9958050659159,-124.1102295956163,-301.19284402310745,29.696924900014984,-169.19556065768018,28.72345874685239,0.0,0.0,0.0
0.75,-10.80340787,2.39753289,-0.00058264,0.00030058,0.00038672,0.68038805,0.0,-0.4463707,0.0,0.0,0.0,42.86414622,1143.3732627,-115.29923015,0.51737658,0.0,-0.39428345,0.0,-0.95706687,0.0,-938.3732450657902,207.77276699561372,866.8425520833324,32.99235910087727,-137.61651973684138,41.33370120614045,0.0,0.0,0.0,-1157.520195723682,-136.13327960526382,-300.5061540570182,30.785831688596197,-165.74934594298202,29.68541337719302,0.0,0.0,0.0
0.76,-3.3404544,2.67498845,-0.00142444,0.00072846,0.0010717,0.69546219,0.0,-0.46456289,0.0,-0.0,0.0,25.80571096,1223.37186974,-124.42294843,0.51775753,0.0,-0.38754478,0.0,0.5491807,0.0,-945.7992319078953,204.6943678728068,857.207135416666,33.795538925438656,-130.4125723684205,42.26845997807025,0.0,0.0,0.0,-1136.7060509868406,-142.8273585526321,-307.40034265350926,27.844493969298025,-161.3551573464909,30.05273793859652,0.0,0.0,0.0
0.77,4.18602302,3.08596189,-0.00145144,0.00075045,0.00125015,0.71167592,0.0,-0.48620185,0.0,-0.0,0.0,3.71540999,1215.95386864,-136.40900443,0.51903656,0.0,-0.38019888,0.0,3.80472643,0.0,-953.2252187500004,201.61596874999984,847.5717187499995,34.59871875000004,-123.20862499999964,43.20321875000005,0.0,0.0,0.0,-1115.891906249999,-149.52143750000033,-314.2945312500003,24.903156249999853,-156.96096874999978,30.420062500000018,0.0,0.0,0.0
0.78,7.46935056,3.60071127,-0.00031311,0.00016779,0.0003149,0.72876085,0.0,-0.51238493,0.0,0.0,0.0,-39.62058373,1153.06433988,-158.63284781,0.51878176,0.0,-0.37465769,0.0,5.72476266,0.0,-960.6512055921054,198.5375696271929,837.9363020833331,35.40189857456143,-116.00467763157876,44.13797752192985,0.0,0.0,0.0,-1095.0777615131574,-156.21551644736857,-321.1887198464914,21.961818530701684,-152.56678015350866,30.787387061403518,0.0,0.0,0.0
0.79,17.79071825,2.49374527,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.47362748,1041.25425677,-45.25663537,0.51615277,0.0,-0.36857723,0.0,1.81084733,0.0,-968.0771924342105,195.45917050438595,828.3008854166667,36.20507839912281,-108.80073026315789,45.07273629385965,0.0,0.0,0.0,-1074.263616776316,-162.9095953947368,-328.08290844298244,19.02048081140351,-148.17259155701754,31.154711622807017,0.0,0.0,0.0
