imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu0_timestamp,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw,imu1_timestamp
617.68,-180.66,780.76,1.46,-10.55,-6.28,-42.86,-5.34,43.51,2025-02-10T14:50:46.961419,978.52,-20.26,79.1,-4.09,-56.65,-1.83,-106.88,7.49,19.86,2025-02-10T14:50:46.961419
608.15,-166.99,775.39,9.27,-7.38,-13.11,-55.09,-3.7,45.49,2025-02-10T14:50:47.061008,1023.93,38.82,-31.25,-13.96,-61.22,-8.9,-115.11,12.51,20.02,2025-02-10T14:50:47.061008
620.85,-128.42,811.77,7.62,-17.01,-13.48,-78.08,0.83,50.21,2025-02-10T14:50:47.166974,1020.75,80.08,-32.96,-19.45,-53.84,-11.1,-127.84,16.97,19.96,2025-02-10T14:50:47.166974
650.63,-79.83,807.62,6.1,-60.79,-13.66,-78.19,1.65,49.55,2025-02-10T14:50:47.252064,1064.7,137.94,-67.38,-17.44,-88.11,-32.87,-125.99,14.72,18.09,2025-02-10T14:50:47.252064
701.9,-165.28,790.28,-6.65,-115.55,-20.85,-66.75,-1.52,47.25,2025-02-10T14:50:47.349549,1272.95,184.33,-25.88,-38.96,-104.94,-57.32,-114.31,14.08,19.27,2025-02-10T14:50:47.349549
1381.1,-303.71,927.49,-4.09,-254.63,-77.68,-44.79,-7.62,42.18,2025-02-10T14:50:47.453787,1298.34,226.07,-413.33,-17.62,-154.21,-54.27,-90.93,11.67,21.9,2025-02-10T14:50:47.453787
72.27,-563.23,829.1,-1.16,21.83,5.67,-27.99,-13.08,39.36,2025-02-10T14:50:47.530818,1226.32,-353.52,64.7,27.99,-55.06,-5.43,-73.32,7.1,25.57,2025-02-10T14:50:47.530818
422.85,-69.09,775.15,17.74,172.2,41.83,-18.17,-19.49,35.97,2025-02-10T14:50:47.625573,637.94,197.75,125.98,-16.46,139.88,20.79,-63.97,1.94,28.21,2025-02-10T14:50:47.625573
1093.99,-294.92,894.29,22.56,229.09,87.8,-23.31,-18.8,37.96,2025-02-10T14:50:47.720344,1245.61,242.19,-195.56,-17.32,217.56,25.61,-68.98,3.57,26.29,2025-02-10T14:50:47.720344
1097.17,-348.63,816.16,-4.27,204.33,85.98,-33.17,-14.81,40.79,2025-02-10T14:50:47.816698,1371.58,176.03,-119.38,-17.8,219.45,51.77,-73.4,4.7,20.86,2025-02-10T14:50:47.816698
1163.33,-127.93,727.05,-76.59,137.5,34.39,-34.81,-10.96,41.8,2025-02-10T14:50:47.905174,1201.17,229.74,-229.25,-89.51,113.72,62.38,-79.12,3.85,18.47,2025-02-10T14:50:47.905174
987.06,242.68,-85.21,7.07,-42.99,-11.89,-35.93,-10.71,42.28,2025-02-10T14:50:47.999233,947.75,121.83,-406.49,-16.71,-28.48,6.83,-83.34,3.38,17.92,2025-02-10T14:50:47.999233
717.53,-241.21,833.74,62.38,-26.16,-74.57,-37.94,-9.17,43.31,2025-02-10T14:50:48.188036,903.81,-210.21,66.41,-41.46,-202.56,-8.23,-93.63,3.99,19.1,2025-02-10T14:50:48.188036
596.68,-147.71,814.21,15.18,-12.44,-19.21,-39.32,-7.8,43.85,2025-02-10T14:50:48.285928,998.05,110.35,266.85,70.49,-34.02,19.51,-98.29,5.11,20.43,2025-02-10T14:50:48.285928
595.46,-159.67,815.19,1.71,-8.41,-5.3,-43.77,-6.63,44.47,2025-02-10T14:50:48.379791,1011.47,33.45,131.35,-0.49,-33.78,-1.04,-106.94,8.4,21.27,2025-02-10T14:50:48.379791
594.48,-172.12,790.28,2.32,-6.52,-4.76,-55.92,-5.02,46.42,2025-02-10T14:50:48.476288,981.2,25.88,127.2,5.73,-35.67,-3.35,-116.2,13.56,21.71,2025-02-10T14:50:48.476288
588.62,-164.55,796.63,9.15,-8.6,-10.67,-75.97,0.61,49.52,2025-02-10T14:50:48.562497,1010.5,47.12,59.57,-4.57,-55.49,-11.95,-129.27,17.98,19.91,2025-02-10T14:50:48.562497
596.19,-121.34,581.3,4.82,-26.89,-8.84,-83.68,1.91,52.81,2025-02-10T14:50:48.654367,1019.04,94.48,17.82,-6.65,-61.77,-17.87,-131.13,16.55,18.58,2025-02-10T14:50:48.654367
701.66,-107.18,721.92,7.62,-51.22,-9.21,-73.58,-0.54,49.49,2025-02-10T14:50:48.755670,943.6,125.0,-179.93,-18.05,-63.17,-24.88,-119.54,16.06,20.18,2025-02-10T14:50:48.755670
730.47,-170.41,672.61,5.67,-43.29,-16.34,-50.08,-6.25,43.91,2025-02-10T14:50:48.846644,1066.65,45.65,-268.31,-33.84,-39.45,-26.71,-100.29,0.82,10.92,2025-02-10T14:50:48.846644
812.99,-104.49,621.58,8.41,-46.71,-41.16,-30.25,-11.13,37.95,2025-02-10T14:50:48.940222,978.27,215.33,-326.42,-40.49,-40.79,-23.54,-76.48,9.14,24.8,2025-02-10T14:50:48.940222
830.57,-23.93,482.67,-58.96,-34.7,-61.65,-13.56,-21.56,36.02,2025-02-10T14:50:49.037055,842.04,256.59,-384.77,-83.17,-36.71,4.51,-62.91,-0.11,30.6,2025-02-10T14:50:49.037055
845.95,31.49,460.45,-66.59,-5.55,-57.38,-12.99,-24.25,37.1,2025-02-10T14:50:49.139223,820.8,266.85,-389.65,-80.85,-18.48,12.8,-64.9,-1.27,31.26,2025-02-10T14:50:49.139223
886.47,57.62,469.73,-87.44,26.95,-59.21,-28.5,-18.23,37.93,2025-02-10T14:50:49.228318,819.58,359.62,-450.2,-106.65,6.89,26.89,-64.35,2.23,16.92,2025-02-10T14:50:49.228318
1052.0,81.54,435.3,-131.22,58.48,-73.84,-33.49,-12.39,41.08,2025-02-10T14:50:49.323583,913.57,376.71,-354.49,-141.59,-2.5,35.3,-77.47,2.03,19.72,2025-02-10T14:50:49.323583
868.16,183.59,632.08,-145.3,44.39,-101.65,-34.36,-10.06,41.82,2025-02-10T14:50:49.433996,881.1,415.28,-185.55,-187.68,-8.66,31.04,-80.01,2.15,16.99,2025-02-10T14:50:49.433996
584.72,-15.38,827.15,-176.34,66.46,-149.7,-35.27,-9.63,42.47,2025-02-10T14:50:49.514759,922.61,304.93,163.33,-227.74,12.68,22.62,-84.22,2.05,17.15,2025-02-10T14:50:49.514759
663.82,101.07,875.24,-200.37,82.74,-192.62,-36.05,-9.46,42.75,2025-02-10T14:50:49.604626,910.4,282.96,294.19,-270.0,21.4,12.93,-87.52,2.26,16.79,2025-02-10T14:50:49.604626
691.65,-207.28,-250.98,-120.37,12.5,-239.45,-36.93,-8.47,43.16,2025-02-10T14:50:49.697066,571.53,298.58,310.79,-279.45,-82.32,-59.02,-92.1,3.27,17.1,2025-02-10T14:50:49.697066
597.9,-3594.24,-370.12,5.49,-59.02,-40.55,-39.76,-7.45,43.56,2025-02-10T14:50:49.790573,1178.22,-834.47,237.79,104.27,5.73,89.02,-98.39,5.14,17.64,2025-02-10T14:50:49.790573
